row_id,order_id,created_at,item_name,item_cat,item_size,item_price,quantity,cust_firstname,cust_lastname,delivery,delivery_address1,delivery_address2,delivery_city,delivery_postcode
609,1785,07/01/2025 05:40,Chocolate Brownie,Desserts,N/A,5,5,Anthony,Duffy,TRUE,8081 Natalie Trail,Apt. 755,New York,10007
610,1785,07/01/2025 05:40,Garlic Bread,Sides,N/A,6,3,Anthony,Duffy,TRUE,8081 Natalie Trail,Apt. 755,New York,10007
611,1785,07/01/2025 05:40,Chocolate Brownie,Desserts,N/A,5,2,Anthony,Duffy,TRUE,8081 Natalie Trail,Apt. 755,New York,10007
612,1785,07/01/2025 05:40,Chocolate Brownie,Desserts,N/A,5,3,Anthony,Duffy,TRUE,8081 Natalie Trail,Apt. 755,New York,10007
613,1785,07/01/2025 05:40,Pepperoni,Signature Pizza,Large,17,2,Anthony,Duffy,TRUE,8081 Natalie Trail,Apt. 755,New York,10007
614,1693,07/01/2025 05:45,Chocolate Brownie,Desserts,N/A,5,2,Jack,Banks,FALSE,78803 Emily Overpass,Suite 455,New York,10005
615,1693,07/01/2025 05:45,Garlic Bread,Sides,N/A,6,3,Jack,Banks,FALSE,78803 Emily Overpass,Suite 455,New York,10005
616,1059,07/01/2025 05:54,Margherita,Special Pizza,Large,15,2,Kristine,Sims,FALSE,503 Debbie Mountains Apt. 941,Apt. 485,New York,10001
617,1059,07/01/2025 05:54,Pepperoni,Signature Pizza,Large,17,1,Kristine,Sims,FALSE,503 Debbie Mountains Apt. 941,Apt. 485,New York,10001
618,1070,07/01/2025 06:36,Coca Cola,Beverages,33CL,3,1,Jesse,Santos,TRUE,941 Mcdowell Fork Apt. 951,Suite 964,Philadelphia,19106
619,1070,07/01/2025 06:36,Pepperoni,Signature Pizza,Large,17,3,Jesse,Santos,TRUE,941 Mcdowell Fork Apt. 951,Suite 964,Philadelphia,19106
620,1673,07/01/2025 09:09,Coca Cola,Beverages,1.5L,6,4,Diane,Evans,TRUE,2991 Craig Crossing Suite 692,Suite 610,New York,10006
621,1673,07/01/2025 09:09,Garlic Bread,Sides,N/A,6,3,Diane,Evans,TRUE,2991 Craig Crossing Suite 692,Suite 610,New York,10006
622,1673,07/01/2025 09:09,Garlic Bread,Sides,N/A,6,4,Diane,Evans,TRUE,2991 Craig Crossing Suite 692,Suite 610,New York,10006
623,1673,07/01/2025 09:09,Garlic Bread,Sides,N/A,6,5,Diane,Evans,TRUE,2991 Craig Crossing Suite 692,Suite 610,New York,10006
624,1673,07/01/2025 09:09,Chocolate Brownie,Desserts,N/A,5,4,Diane,Evans,TRUE,2991 Craig Crossing Suite 692,Suite 610,New York,10006
625,1184,07/01/2025 09:22,Margherita,Special Pizza,Large,15,2,Amanda,Ayala,FALSE,16275 Helen Cape,Apt. 838,Philadelphia,19106
626,1184,07/01/2025 09:22,Chocolate Brownie,Desserts,N/A,5,2,Amanda,Ayala,FALSE,16275 Helen Cape,Apt. 838,Philadelphia,19106
627,1782,07/01/2025 11:04,Garlic Bread,Sides,N/A,6,4,Gabriel,Cortez,TRUE,41039 David Circle,Suite 827,Philadelphia,19103
628,1782,07/01/2025 11:04,Garlic Bread,Sides,N/A,6,5,Gabriel,Cortez,TRUE,41039 David Circle,Suite 827,Philadelphia,19103
629,1782,07/01/2025 11:04,Coca Cola,Beverages,33CL,3,2,Gabriel,Cortez,TRUE,41039 David Circle,Suite 827,Philadelphia,19103
630,1782,07/01/2025 11:04,Margherita,Special Pizza,Large,15,3,Gabriel,Cortez,TRUE,41039 David Circle,Suite 827,Philadelphia,19103
631,1687,07/01/2025 11:41,Coca Cola,Beverages,1.5L,6,2,Justin,Pacheco,FALSE,15628 Casey Shoal Suite 097,Apt. 072,NEW YORK,10001
632,1687,07/01/2025 11:41,Chocolate Brownie,Desserts,N/A,5,5,Justin,Pacheco,FALSE,15628 Casey Shoal Suite 097,Apt. 072,NEW YORK,10001
633,1687,07/01/2025 11:41,Chocolate Brownie,Desserts,N/A,5,4,Justin,Pacheco,FALSE,15628 Casey Shoal Suite 097,Apt. 072,NEW YORK,10001
634,1687,07/01/2025 11:41,Pepperoni,Signature Pizza,Large,17,5,Justin,Pacheco,FALSE,15628 Casey Shoal Suite 097,Apt. 072,NEW YORK,10001
635,1907,07/01/2025 11:41,Coca Cola,Beverages,33CL,3,4,Justin,Charles,TRUE,5517 Michelle Route Suite 565,Suite 089,New York,10003
636,1907,07/01/2025 11:41,Pepperoni,Signature Pizza,Large,17,1,Justin,Charles,TRUE,5517 Michelle Route Suite 565,Suite 089,New York,10003
637,1975,07/01/2025 11:51,Margherita,Special Pizza,Regular,13,4,Charlotte,Wright,TRUE,631 Johnson Track Suite 425,Suite 205,New York,10005
638,1975,07/01/2025 11:51,Margherita,Special Pizza,Regular,13,4,Charlotte,Wright,TRUE,631 Johnson Track Suite 425,Suite 205,New York,10005
639,1975,07/01/2025 11:51,Margherita,Special Pizza,Large,15,3,Charlotte,Wright,TRUE,631 Johnson Track Suite 425,Suite 205,New York,10005
640,1975,07/01/2025 11:51,Pepperoni,Signature Pizza,Regular,15,3,Charlotte,Wright,TRUE,631 Johnson Track Suite 425,Suite 205,New York,10005
641,1975,07/01/2025 11:51,Coca Cola,Beverages,33CL,3,2,Charlotte,Wright,TRUE,631 Johnson Track Suite 425,Suite 205,New York,10005
642,1508,07/01/2025 12:46,Coca Cola,Beverages,1.5L,6,3,Wendy,Williams,FALSE,2758 Nunez Knoll,Suite 954,Philadelphia,19107
643,1508,07/01/2025 12:46,Margherita,Special Pizza,Regular,13,3,Wendy,Williams,FALSE,2758 Nunez Knoll,Suite 954,Philadelphia,19107
644,1508,07/01/2025 12:46,Coca Cola,Beverages,33CL,3,5,Wendy,Williams,FALSE,2758 Nunez Knoll,Suite 954,Philadelphia,19107
645,1508,07/01/2025 12:46,Garlic Bread,Sides,N/A,6,5,Wendy,Williams,FALSE,2758 Nunez Knoll,Suite 954,Philadelphia,19107
646,1508,07/01/2025 12:46,Margherita,Special Pizza,Large,15,4,Wendy,Williams,FALSE,2758 Nunez Knoll,Suite 954,Philadelphia,19107
647,1884,07/01/2025 13:20,Coca Cola,Beverages,33CL,3,2,Sarah,Peters,TRUE,4087 Nicholas Trace Suite 299,Apt. 242,Philadelphia,19104
648,1884,07/01/2025 13:20,Coca Cola,Beverages,1.5L,6,3,Sarah,Peters,TRUE,4087 Nicholas Trace Suite 299,Apt. 242,Philadelphia,19104
649,1050,07/01/2025 14:57,Chocolate Brownie,Desserts,N/A,5,4,Vanessa,Blackwell,FALSE,25485 Santiago Cape,Apt. 140,Philadelphia,19103
650,1843,07/01/2025 15:07,Chocolate Brownie,Desserts,N/A,5,1,Jeffery,Garrison,TRUE,6923 Bruce Station Suite 273,Suite 848,New York,10007
651,1843,07/01/2025 15:07,Garlic Bread,Sides,N/A,6,2,Jeffery,Garrison,TRUE,6923 Bruce Station Suite 273,Suite 848,New York,10007
652,1982,07/01/2025 15:43,Pepperoni,Signature Pizza,Large,17,5,James,Shannon,TRUE,6853 Mann Branch,Suite 417,Philadelphia,19115
653,1844,07/01/2025 19:55,Pepperoni,Signature Pizza,Regular,15,3,Ashley,Sandoval,TRUE,24902 Williams Circle Suite 492,Apt. 766,Philadelphia,19114
654,1844,07/01/2025 19:55,Garlic Bread,Sides,N/A,6,1,Ashley,Sandoval,TRUE,24902 Williams Circle Suite 492,Apt. 766,Philadelphia,19114
655,1844,07/01/2025 19:55,Coca Cola,Beverages,33CL,3,3,Ashley,Sandoval,TRUE,24902 Williams Circle Suite 492,Apt. 766,Philadelphia,19114
656,1844,07/01/2025 19:55,Coca Cola,Beverages,1.5L,6,2,Ashley,Sandoval,TRUE,24902 Williams Circle Suite 492,Apt. 766,Philadelphia,19114
657,1844,07/01/2025 19:55,Margherita,Special Pizza,Regular,13,4,Ashley,Sandoval,TRUE,24902 Williams Circle Suite 492,Apt. 766,Philadelphia,19114
658,1638,07/01/2025 21:02,Chocolate Brownie,Desserts,N/A,5,1,Rebecca,Chen,TRUE,02959 Johnson Locks Apt. 054,Suite 337,Philadelphia,19115
659,1638,07/01/2025 21:02,Coca Cola,Beverages,33CL,3,5,Rebecca,Chen,TRUE,02959 Johnson Locks Apt. 054,Suite 337,Philadelphia,19115
660,1638,07/01/2025 21:02,Chocolate Brownie,Desserts,N/A,5,4,Rebecca,Chen,TRUE,02959 Johnson Locks Apt. 054,Suite 337,Philadelphia,19115
661,1638,07/01/2025 21:02,Pepperoni,Signature Pizza,Large,17,4,Rebecca,Chen,TRUE,02959 Johnson Locks Apt. 054,Suite 337,Philadelphia,19115
662,1470,07/01/2025 22:06,Coca Cola,Beverages,33CL,3,4,Shelly,Miller,TRUE,678 Stephanie Passage,Suite 531,Philadelphia,19111
663,1694,07/01/2025 22:07,Margherita,Special Pizza,Regular,13,1,Elizabeth,Thomas,TRUE,23321 Rivas Ways Suite 381,Suite 989,Philadelphia,19114
664,1694,07/01/2025 22:07,Coca Cola,Beverages,1.5L,6,5,Elizabeth,Thomas,TRUE,23321 Rivas Ways Suite 381,Suite 989,Philadelphia,19114
665,1694,07/01/2025 22:07,Chocolate Brownie,Desserts,N/A,5,3,Elizabeth,Thomas,TRUE,23321 Rivas Ways Suite 381,Suite 989,Philadelphia,19114
666,1694,07/01/2025 22:07,Coca Cola,Beverages,1.5L,6,3,Elizabeth,Thomas,TRUE,23321 Rivas Ways Suite 381,Suite 989,Philadelphia,19114
667,1280,08/01/2025 00:56,Coca Cola,Beverages,33CL,3,2,Mark,Mason,TRUE,78306 Hayes Trafficway,Suite 628,Philadelphia,19106
668,1280,08/01/2025 00:56,Pepperoni,Signature Pizza,Regular,15,3,Mark,Mason,TRUE,78306 Hayes Trafficway,Suite 628,Philadelphia,19106
669,1280,08/01/2025 00:56,Pepperoni,Signature Pizza,Regular,15,1,Mark,Mason,TRUE,78306 Hayes Trafficway,Suite 628,Philadelphia,19106
670,1751,08/01/2025 02:00,Coca Cola,Beverages,1.5L,6,2,Tanya,Benson,TRUE,1239 Christine Burgs Suite 266,Apt. 360,New York,10004
671,1751,08/01/2025 02:00,Coca Cola,Beverages,1.5L,6,2,Tanya,Benson,TRUE,1239 Christine Burgs Suite 266,Apt. 360,New York,10004
672,1751,08/01/2025 02:00,Chocolate Brownie,Desserts,N/A,5,1,Tanya,Benson,TRUE,1239 Christine Burgs Suite 266,Apt. 360,New York,10004
673,1751,08/01/2025 02:00,Coca Cola,Beverages,33CL,3,4,Tanya,Benson,TRUE,1239 Christine Burgs Suite 266,Apt. 360,New York,10004
674,1751,08/01/2025 02:00,Coca Cola,Beverages,33CL,3,5,Tanya,Benson,TRUE,1239 Christine Burgs Suite 266,Apt. 360,New York,10004
675,1753,08/01/2025 03:16,Pepperoni,Signature Pizza,Regular,15,3,Jonathon,Velasquez,TRUE,15308 Virginia Light Suite 586,Suite 999,New York,10003
676,1753,08/01/2025 03:16,Chocolate Brownie,Desserts,N/A,5,5,Jonathon,Velasquez,TRUE,15308 Virginia Light Suite 586,Suite 999,New York,10003
677,1254,08/01/2025 03:52,Chocolate Brownie,Desserts,N/A,5,5,Shannon,Lopez,FALSE,0789 Morton Parks,Suite 360,Philadelphia,19106
678,1254,08/01/2025 03:52,Margherita,Special Pizza,Regular,13,5,Shannon,Lopez,FALSE,0789 Morton Parks,Suite 360,Philadelphia,19106
679,1254,08/01/2025 03:52,Margherita,Special Pizza,Large,15,3,Shannon,Lopez,FALSE,0789 Morton Parks,Suite 360,Philadelphia,19106
680,1254,08/01/2025 03:52,Pepperoni,Signature Pizza,Regular,15,5,Shannon,Lopez,FALSE,0789 Morton Parks,Suite 360,Philadelphia,19106
681,1966,08/01/2025 04:31,Pepperoni,Signature Pizza,Large,17,5,James,Dominguez,FALSE,5237 Olson Vista,Apt. 542,Philadelphia,19104
682,1966,08/01/2025 04:31,Garlic Bread,Sides,N/A,6,4,James,Dominguez,FALSE,5237 Olson Vista,Apt. 542,Philadelphia,19104
683,1966,08/01/2025 04:31,Pepperoni,Signature Pizza,Regular,15,4,James,Dominguez,FALSE,5237 Olson Vista,Apt. 542,Philadelphia,19104
684,1966,08/01/2025 04:31,Margherita,Special Pizza,Regular,13,1,James,Dominguez,FALSE,5237 Olson Vista,Apt. 542,Philadelphia,19104
685,1321,08/01/2025 04:56,Margherita,Special Pizza,Regular,13,4,Cody,Curry,FALSE,0782 Gonzalez Green Suite 109,Apt. 943,New York,10006
686,1321,08/01/2025 04:56,Coca Cola,Beverages,1.5L,6,3,Cody,Curry,FALSE,0782 Gonzalez Green Suite 109,Apt. 943,New York,10006
687,1761,08/01/2025 05:06,Chocolate Brownie,Desserts,N/A,5,1,Michelle,Ruiz,TRUE,00927 Allen Club,Apt. 741,New York,10004
688,1568,08/01/2025 06:57,Chocolate Brownie,Desserts,N/A,5,2,Jennifer,Gilbert,FALSE,565 Hernandez Vista Apt. 055,Suite 827,Philadelphia,19104
689,1537,08/01/2025 07:27,Pepperoni,Signature Pizza,Large,17,1,Rebecca,Mitchell,TRUE,725 Snyder Court,Suite 909,New York,10002
690,1537,08/01/2025 07:27,Pepperoni,Signature Pizza,Regular,15,3,Rebecca,Mitchell,TRUE,725 Snyder Court,Suite 909,New York,10002
691,1537,08/01/2025 07:27,Garlic Bread,Sides,N/A,6,4,Rebecca,Mitchell,TRUE,725 Snyder Court,Suite 909,New York,10002
692,1537,08/01/2025 07:27,Coca Cola,Beverages,1.5L,6,1,Rebecca,Mitchell,TRUE,725 Snyder Court,Suite 909,New York,10002
693,1680,08/01/2025 07:53,Garlic Bread,Sides,N/A,6,2,Michael,Lopez,TRUE,849 Christine Drives Apt. 529,Suite 874,Philadelphia,19107
694,1680,08/01/2025 07:53,Chocolate Brownie,Desserts,N/A,5,3,Michael,Lopez,TRUE,849 Christine Drives Apt. 529,Suite 874,Philadelphia,19107
695,1938,08/01/2025 11:56,Pepperoni,Signature Pizza,Large,17,5,Kimberly,Macdonald,FALSE,966 Christopher Station,Apt. 317,Philadelphia,19103
696,1938,08/01/2025 11:56,Pepperoni,Signature Pizza,Large,17,5,Kimberly,Macdonald,FALSE,966 Christopher Station,Apt. 317,Philadelphia,19103
697,1938,08/01/2025 11:56,Chocolate Brownie,Desserts,N/A,5,4,Kimberly,Macdonald,FALSE,966 Christopher Station,Apt. 317,Philadelphia,19103
698,1938,08/01/2025 11:56,Coca Cola,Beverages,33CL,3,3,Kimberly,Macdonald,FALSE,966 Christopher Station,Apt. 317,Philadelphia,19103
699,1890,08/01/2025 12:16,Garlic Bread,Sides,N/A,6,2,Julie,Mitchell,TRUE,39148 Vanessa Mill Apt. 200,Apt. 019,Philadelphia,19106
700,1890,08/01/2025 12:16,Coca Cola,Beverages,1.5L,6,5,Julie,Mitchell,TRUE,39148 Vanessa Mill Apt. 200,Apt. 019,Philadelphia,19106
701,1890,08/01/2025 12:16,Margherita,Special Pizza,Regular,13,1,Julie,Mitchell,TRUE,39148 Vanessa Mill Apt. 200,Apt. 019,Philadelphia,19106
702,1890,08/01/2025 12:16,Coca Cola,Beverages,1.5L,6,5,Julie,Mitchell,TRUE,39148 Vanessa Mill Apt. 200,Apt. 019,Philadelphia,19106
703,1097,08/01/2025 12:36,Garlic Bread,Sides,N/A,6,1,Nicole,Jones,TRUE,7241 Gray Pass,Apt. 773,New York,10003
704,1097,08/01/2025 12:36,Pepperoni,Signature Pizza,Large,17,4,Nicole,Jones,TRUE,7241 Gray Pass,Apt. 773,New York,10003
705,1931,08/01/2025 13:10,Chocolate Brownie,Desserts,N/A,5,3,Lisa,Vaughn,TRUE,112 Davis Point,Suite 589,New York,10009
706,1931,08/01/2025 13:10,Pepperoni,Signature Pizza,Regular,15,3,Lisa,Vaughn,TRUE,112 Davis Point,Suite 589,New York,10009
707,1931,08/01/2025 13:10,Garlic Bread,Sides,N/A,6,5,Lisa,Vaughn,TRUE,112 Davis Point,Suite 589,New York,10009
708,1931,08/01/2025 13:10,Margherita,Special Pizza,Large,15,2,Lisa,Vaughn,TRUE,112 Davis Point,Suite 589,New York,10009
709,1745,08/01/2025 14:09,Pepperoni,Signature Pizza,Large,17,2,Ashley,Scott,TRUE,9392 Jennifer Neck Suite 724,Apt. 584,New York,10007
710,1745,08/01/2025 14:09,Pepperoni,Signature Pizza,Large,17,4,Ashley,Scott,TRUE,9392 Jennifer Neck Suite 724,Apt. 584,New York,10007
711,1745,08/01/2025 14:09,Chocolate Brownie,Desserts,N/A,5,5,Ashley,Scott,TRUE,9392 Jennifer Neck Suite 724,Apt. 584,New York,10007
712,1745,08/01/2025 14:09,Chocolate Brownie,Desserts,N/A,5,3,Ashley,Scott,TRUE,9392 Jennifer Neck Suite 724,Apt. 584,New York,10007
713,1649,08/01/2025 14:43,Coca Cola,Beverages,33CL,3,1,Gabriela,Ramirez,TRUE,665 Klein Ville Apt. 486,Suite 909,New York,10003
714,1649,08/01/2025 14:43,Coca Cola,Beverages,33CL,3,3,Gabriela,Ramirez,TRUE,665 Klein Ville Apt. 486,Suite 909,New York,10003
715,1649,08/01/2025 14:43,Garlic Bread,Sides,N/A,6,2,Gabriela,Ramirez,TRUE,665 Klein Ville Apt. 486,Suite 909,New York,10003
716,1649,08/01/2025 14:43,Chocolate Brownie,Desserts,N/A,5,2,Gabriela,Ramirez,TRUE,665 Klein Ville Apt. 486,Suite 909,New York,10003
717,1852,08/01/2025 15:00,Garlic Bread,Sides,N/A,6,5,Jacqueline,Carter,TRUE,2832 James Causeway Suite 321,Suite 960,Philadelphia,19106
718,1852,08/01/2025 15:00,Pepperoni,Signature Pizza,Large,17,2,Jacqueline,Carter,TRUE,2832 James Causeway Suite 321,Suite 960,Philadelphia,19106
719,1852,08/01/2025 15:00,Chocolate Brownie,Desserts,N/A,5,1,Jacqueline,Carter,TRUE,2832 James Causeway Suite 321,Suite 960,Philadelphia,19106
720,1852,08/01/2025 15:00,Margherita,Special Pizza,Large,15,2,Jacqueline,Carter,TRUE,2832 James Causeway Suite 321,Suite 960,Philadelphia,19106
721,1852,08/01/2025 15:00,Garlic Bread,Sides,N/A,6,3,Jacqueline,Carter,TRUE,2832 James Causeway Suite 321,Suite 960,Philadelphia,19106
722,1667,08/01/2025 15:43,Garlic Bread,Sides,N/A,6,2,Ashley,Young,TRUE,12155 Derrick Mission,Apt. 665,New York,10009
723,1667,08/01/2025 15:43,Chocolate Brownie,Desserts,N/A,5,2,Ashley,Young,TRUE,12155 Derrick Mission,Apt. 665,New York,10009
724,1667,08/01/2025 15:43,Chocolate Brownie,Desserts,N/A,5,1,Ashley,Young,TRUE,12155 Derrick Mission,Apt. 665,New York,10009
725,1910,08/01/2025 18:55,Garlic Bread,Sides,N/A,6,5,Emily,Moreno,TRUE,1227 Lucas Crossing,Apt. 659,Philadelphia,19104
726,1910,08/01/2025 18:55,Coca Cola,Beverages,1.5L,6,2,Emily,Moreno,TRUE,1227 Lucas Crossing,Apt. 659,Philadelphia,19104
727,1910,08/01/2025 18:55,Chocolate Brownie,Desserts,N/A,5,4,Emily,Moreno,TRUE,1227 Lucas Crossing,Apt. 659,Philadelphia,19104
728,1910,08/01/2025 18:55,Margherita,Special Pizza,Large,15,1,Emily,Moreno,TRUE,1227 Lucas Crossing,Apt. 659,Philadelphia,19104
729,1487,08/01/2025 19:28,Chocolate Brownie,Desserts,N/A,5,5,Jared,Pennington,FALSE,0337 Chaney Hill Apt. 078,Suite 185,New York,10004
730,1615,08/01/2025 20:04,Coca Cola,Beverages,1.5L,6,2,William,Ferrell,FALSE,67297 Farrell Mews,Apt. 759,New York,10007
731,1615,08/01/2025 20:04,Chocolate Brownie,Desserts,N/A,5,3,William,Ferrell,FALSE,67297 Farrell Mews,Apt. 759,New York,10007
732,1615,08/01/2025 20:04,Margherita,Special Pizza,Regular,13,3,William,Ferrell,FALSE,67297 Farrell Mews,Apt. 759,New York,10007
733,1615,08/01/2025 20:04,Pepperoni,Signature Pizza,Regular,15,2,William,Ferrell,FALSE,67297 Farrell Mews,Apt. 759,New York,10007
734,1615,08/01/2025 20:04,Coca Cola,Beverages,33CL,3,2,William,Ferrell,FALSE,67297 Farrell Mews,Apt. 759,New York,10007
735,1555,08/01/2025 21:05,Garlic Bread,Sides,N/A,6,4,Isaiah,Smith,FALSE,2278 Steven Crest Suite 617,Suite 120,New York,10002
736,1555,08/01/2025 21:05,Chocolate Brownie,Desserts,N/A,5,1,Isaiah,Smith,FALSE,2278 Steven Crest Suite 617,Suite 120,New York,10002
737,1555,08/01/2025 21:05,Chocolate Brownie,Desserts,N/A,5,1,Isaiah,Smith,FALSE,2278 Steven Crest Suite 617,Suite 120,New York,10002
738,1555,08/01/2025 21:05,Margherita,Special Pizza,Regular,13,3,Isaiah,Smith,FALSE,2278 Steven Crest Suite 617,Suite 120,New York,10002
739,1616,08/01/2025 21:07,Margherita,Special Pizza,Large,15,4,Nicholas,Potts,TRUE,383 Mcdowell Avenue Apt. 200,Suite 527,Philadelphia,19114
740,1616,08/01/2025 21:07,Chocolate Brownie,Desserts,N/A,5,2,Nicholas,Potts,TRUE,383 Mcdowell Avenue Apt. 200,Suite 527,Philadelphia,19114
741,1616,08/01/2025 21:07,Pepperoni,Signature Pizza,Large,17,4,Nicholas,Potts,TRUE,383 Mcdowell Avenue Apt. 200,Suite 527,Philadelphia,19114
742,1616,08/01/2025 21:07,Margherita,Special Pizza,Regular,13,4,Nicholas,Potts,TRUE,383 Mcdowell Avenue Apt. 200,Suite 527,Philadelphia,19114
743,1616,08/01/2025 21:07,Pepperoni,Signature Pizza,Regular,15,2,Nicholas,Potts,TRUE,383 Mcdowell Avenue Apt. 200,Suite 527,Philadelphia,19114
744,1608,08/01/2025 21:40,Chocolate Brownie,Desserts,N/A,5,2,Thomas,Hammond,FALSE,28737 Charles Extension,Apt. 911,Philadelphia,19111
745,1608,08/01/2025 21:40,Pepperoni,Signature Pizza,Regular,15,3,Thomas,Hammond,FALSE,28737 Charles Extension,Apt. 911,Philadelphia,19111
746,1608,08/01/2025 21:40,Garlic Bread,Sides,N/A,6,4,Thomas,Hammond,FALSE,28737 Charles Extension,Apt. 911,Philadelphia,19111
747,1608,08/01/2025 21:40,Coca Cola,Beverages,1.5L,6,2,Thomas,Hammond,FALSE,28737 Charles Extension,Apt. 911,Philadelphia,19111
748,1198,08/01/2025 21:44,Margherita,Special Pizza,Large,15,5,Marcus,Gonzalez,TRUE,405 Rebecca Corners Suite 838,Suite 494,Philadelphia,19111
749,1731,08/01/2025 23:18,Margherita,Special Pizza,Large,15,2,Samantha,Robinson,TRUE,398 Vasquez Pines,Apt. 265,New York,10003
750,1731,08/01/2025 23:18,Pepperoni,Signature Pizza,Large,17,5,Samantha,Robinson,TRUE,398 Vasquez Pines,Apt. 265,New York,10003
751,1731,08/01/2025 23:18,Garlic Bread,Sides,N/A,6,2,Samantha,Robinson,TRUE,398 Vasquez Pines,Apt. 265,New York,10003
752,1731,08/01/2025 23:18,Garlic Bread,Sides,N/A,6,1,Samantha,Robinson,TRUE,398 Vasquez Pines,Apt. 265,New York,10003
753,1332,09/01/2025 00:18,Coca Cola,Beverages,1.5L,6,3,Jason,Figueroa,TRUE,2089 Clark Station Suite 475,Apt. 775,Philadelphia,19102
754,1897,09/01/2025 01:06,Pepperoni,Signature Pizza,Large,17,2,John,Marshall,TRUE,927 Kimberly Plaza,Suite 222,New York,10004
755,1897,09/01/2025 01:06,Garlic Bread,Sides,N/A,6,4,John,Marshall,TRUE,927 Kimberly Plaza,Suite 222,New York,10004
756,1897,09/01/2025 01:06,Margherita,Special Pizza,Large,15,5,John,Marshall,TRUE,927 Kimberly Plaza,Suite 222,New York,10004
757,1897,09/01/2025 01:06,Pepperoni,Signature Pizza,Large,17,4,John,Marshall,TRUE,927 Kimberly Plaza,Suite 222,New York,10004
758,1304,09/01/2025 01:28,Chocolate Brownie,Desserts,N/A,5,2,Juan,Jordan,TRUE,161 Haney Vista Suite 313,Suite 579,Philadelphia,19104
759,1304,09/01/2025 01:28,Pepperoni,Signature Pizza,Regular,15,5,Juan,Jordan,TRUE,161 Haney Vista Suite 313,Suite 579,Philadelphia,19104
760,1304,09/01/2025 01:28,Coca Cola,Beverages,33CL,3,3,Juan,Jordan,TRUE,161 Haney Vista Suite 313,Suite 579,Philadelphia,19104
761,1015,09/01/2025 01:44,Coca Cola,Beverages,1.5L,6,3,Tracy,Serrano,TRUE,0323 Angelica Ports Suite 818,Suite 837,New York,10001
762,1015,09/01/2025 01:44,Garlic Bread,Sides,N/A,6,5,Tracy,Serrano,TRUE,0323 Angelica Ports Suite 818,Suite 837,New York,10001
763,1015,09/01/2025 01:44,Coca Cola,Beverages,1.5L,6,5,Tracy,Serrano,TRUE,0323 Angelica Ports Suite 818,Suite 837,New York,10001
764,1806,09/01/2025 02:15,Garlic Bread,Sides,N/A,6,4,Jennifer,Lang,TRUE,861 Kennedy Mill Apt. 258,Suite 422,Philadelphia,19103
765,1806,09/01/2025 02:15,Chocolate Brownie,Desserts,N/A,5,5,Jennifer,Lang,TRUE,861 Kennedy Mill Apt. 258,Suite 422,Philadelphia,19103
766,1366,09/01/2025 03:11,Chocolate Brownie,Desserts,N/A,5,5,Andrea,Salazar,TRUE,35840 Kristy Brooks,Apt. 390,Philadelphia,19104
767,1366,09/01/2025 03:11,Coca Cola,Beverages,33CL,3,1,Andrea,Salazar,TRUE,35840 Kristy Brooks,Apt. 390,Philadelphia,19104
768,1366,09/01/2025 03:11,Chocolate Brownie,Desserts,N/A,5,5,Andrea,Salazar,TRUE,35840 Kristy Brooks,Apt. 390,Philadelphia,19104
769,1354,09/01/2025 03:55,Chocolate Brownie,Desserts,N/A,5,2,Lisa,Boyd,TRUE,48950 Gaines Forest Suite 987,Suite 731,Philadelphia,19114
770,1620,09/01/2025 06:18,Pepperoni,Signature Pizza,Regular,15,2,Julie,Joyce,FALSE,32162 Jordan Lakes Apt. 618,Apt. 470,Philadelphia,19114
771,1620,09/01/2025 06:18,Margherita,Special Pizza,Large,15,2,Julie,Joyce,FALSE,32162 Jordan Lakes Apt. 618,Apt. 470,Philadelphia,19114
772,1620,09/01/2025 06:18,Pepperoni,Signature Pizza,Regular,15,4,Julie,Joyce,FALSE,32162 Jordan Lakes Apt. 618,Apt. 470,Philadelphia,19114
773,1620,09/01/2025 06:18,Garlic Bread,Sides,N/A,6,4,Julie,Joyce,FALSE,32162 Jordan Lakes Apt. 618,Apt. 470,Philadelphia,19114
774,1620,09/01/2025 06:18,Pepperoni,Signature Pizza,Large,17,3,Julie,Joyce,FALSE,32162 Jordan Lakes Apt. 618,Apt. 470,Philadelphia,19114
775,1571,09/01/2025 06:52,Margherita,Special Pizza,Large,15,1,Jennifer,Lewis,TRUE,29709 Clark Ramp Suite 923,Suite 428,New York,10004
776,1962,09/01/2025 07:08,Chocolate Brownie,Desserts,N/A,5,1,Nicholas,Koch,FALSE,6380 Ann Ways Apt. 427,Apt. 291,Philadelphia,19107
777,1962,09/01/2025 07:08,Pepperoni,Signature Pizza,Large,17,1,Nicholas,Koch,FALSE,6380 Ann Ways Apt. 427,Apt. 291,Philadelphia,19107
778,1962,09/01/2025 07:08,Margherita,Special Pizza,Regular,13,4,Nicholas,Koch,FALSE,6380 Ann Ways Apt. 427,Apt. 291,Philadelphia,19107
779,1962,09/01/2025 07:08,Margherita,Special Pizza,Large,15,5,Nicholas,Koch,FALSE,6380 Ann Ways Apt. 427,Apt. 291,Philadelphia,19107
780,1658,09/01/2025 08:01,Coca Cola,Beverages,33CL,3,1,Karen,Gross,TRUE,8700 Garza Shoals,Suite 355,Philadelphia,19104
781,1658,09/01/2025 08:01,Pepperoni,Signature Pizza,Regular,15,2,Karen,Gross,TRUE,8700 Garza Shoals,Suite 355,Philadelphia,19104
