row_id,order_id,created_at,item_name,item_cat,item_size,item_price,quantity,cust_firstname,cust_lastname,delivery,delivery_address1,delivery_address2,delivery_city,delivery_postcode,total_price,Order_total
346,1770,04/01/2025 15:36,Garlic Bread,Sides,,6,3,David,Howard,TRUE,5833 Valentine Dale Apt. 983,Suite 801,Philadelphia,19104,18,40
347,1041,04/01/2025 16:08,Garlic Bread,Sides,,6,4,Catherine,Cross,TRUE,6381 Laura Garden Suite 542,Apt. 732,New York,10009,24,87
348,1041,04/01/2025 16:08,Garlic Bread,Sides,,6,2,Catherine,Cross,TRUE,6381 Laura Garden Suite 542,Apt. 732,New York,10009,12,87
349,1041,04/01/2025 16:08,Pepperoni,Signature Pizza,Regular,15,1,Catherine,Cross,TRUE,6381 Laura Garden Suite 542,Apt. 732,New York,10009,15,87
350,1041,04/01/2025 16:08,Garlic Bread,Sides,,6,5,Catherine,Cross,TRUE,6381 Laura Garden Suite 542,Apt. 732,New York,10009,30,87
351,1041,04/01/2025 16:08,Garlic Bread,Sides,,6,1,Catherine,Cross,TRUE,6381 Laura Garden Suite 542,Apt. 732,New York,10009,6,87
352,1255,04/01/2025 16:44,Pepperoni,Signature Pizza,Regular,15,2,Patrick,Hawkins,TRUE,771 Nelson Loaf,Suite 292,New York,10005,30,67
353,1255,04/01/2025 16:44,Chocolate Brownie,Desserts,,5,5,Patrick,Hawkins,TRUE,771 Nelson Loaf,Suite 292,New York,10005,25,67
354,1255,04/01/2025 16:44,Coca Cola,Beverages,33CL,3,4,Patrick,Hawkins,TRUE,771 Nelson Loaf,Suite 292,New York,10005,12,67
355,1439,04/01/2025 16:55,Garlic Bread,Sides,,6,4,Misty,Simpson,TRUE,839 Clark Dam Suite 534,Suite 470,New York,10007,24,24
356,1605,04/01/2025 18:43,Coca Cola,Beverages,33CL,3,1,Alfred,Morgan,TRUE,50460 Long Viaduct,Apt. 371,New York,10007,3,154
357,1605,04/01/2025 18:43,Margherita,Special Pizza,Large,15,5,Alfred,Morgan,TRUE,50460 Long Viaduct,Apt. 371,New York,10007,75,154
358,1605,04/01/2025 18:43,Garlic Bread,Sides,,6,4,Alfred,Morgan,TRUE,50460 Long Viaduct,Apt. 371,New York,10007,24,154
359,1605,04/01/2025 18:43,Margherita,Special Pizza,Regular,13,4,Alfred,Morgan,TRUE,50460 Long Viaduct,Apt. 371,New York,10007,52,154
360,1733,04/01/2025 19:03,Garlic Bread,Sides,,6,5,Linda,Rodriguez,FALSE,820 Tammy Bridge,Suite 951,New York,10003,30,167
361,1733,04/01/2025 19:03,Margherita,Special Pizza,Large,15,5,Linda,Rodriguez,FALSE,820 Tammy Bridge,Suite 951,New York,10003,75,167
362,1733,04/01/2025 19:03,Garlic Bread,Sides,,6,3,Linda,Rodriguez,FALSE,820 Tammy Bridge,Suite 951,New York,10003,18,167
363,1733,04/01/2025 19:03,,Sides,,6,3,Linda,Rodriguez,FALSE,820 Tammy Bridge,Suite 951,New York,10003,18,167
364,1733,04/01/2025 19:03,Margherita,Special Pizza,Regular,13,2,Linda,Rodriguez,FALSE,820 Tammy Bridge,Suite 951,New York,10003,26,167
365,1493,04/01/2025 19:27,Pepperoni,Signature Pizza,Regular,15,4,Harry,Johnson,TRUE,6232 Parker Junctions Apt. 677,Apt. 362,New York,10007,60,115
366,1493,04/01/2025 19:27,Garlic Bread,Sides,,6,1,Harry,Johnson,TRUE,6232 Parker Junctions Apt. 677,Apt. 362,New York,10007,6,115
367,1493,04/01/2025 19:27,Chocolate Brownie,Desserts,,5,1,Harry,Johnson,TRUE,6232 Parker Junctions Apt. 677,Apt. 362,New York,10007,5,115
368,1493,04/01/2025 19:27,Chocolate Brownie,Desserts,,5,4,Harry,Johnson,TRUE,6232 Parker Junctions Apt. 677,Apt. 362,New York,10007,20,115
369,1493,04/01/2025 19:27,Garlic Bread,Sides,,6,4,Harry,Johnson,TRUE,6232 Parker Junctions Apt. 677,Apt. 362,New York,10007,24,115
370,1893,04/01/2025 20:40,Margherita,Special Pizza,Large,15,2,Eric,Marquez,TRUE,5428 Crosby Freeway Apt. 770,Apt. 243,New York,10006,30,42
371,1893,04/01/2025 20:40,Garlic Bread,Sides,,6,2,Eric,Marquez,TRUE,5428 Crosby Freeway Apt. 770,Apt. 243,New York,10006,12,42
372,1436,04/01/2025 21:06,Margherita,Special Pizza,Regular,13,5,Paula,Huffman,TRUE,004 Matthew Groves Apt. 615,Suite 315,Philadelphia,19111,65,238
373,1436,04/01/2025 21:06,Pepperoni,Signature Pizza,Large,17,4,Paula,Huffman,TRUE,004 Matthew Groves Apt. 615,Suite 315,Philadelphia,19111,68,238
374,1436,04/01/2025 21:06,Garlic Bread,Sides,,6,4,Paula,Huffman,TRUE,004 Matthew Groves Apt. 615,Suite 315,Philadelphia,19111,24,238
375,1436,04/01/2025 21:06,Margherita,Special Pizza,Large,15,5,Paula,Huffman,TRUE,004 Matthew Groves Apt. 615,Suite 315,Philadelphia,19111,75,238
376,1436,04/01/2025 21:06,Coca Cola,Beverages,33CL,3,2,Paula,Huffman,TRUE,004 Matthew Groves Apt. 615,Suite 315,Philadelphia,19111,6,238
377,1356,04/01/2025 21:28,Coca Cola,Beverages,33CL,3,5,Mark,Ingram,TRUE,38350 William Via Suite 046,Apt. 381,Philadelphia,19115,15,15
378,1525,04/01/2025 21:45,Coca Cola,Beverages,1.5L,6,5,Timothy,Skinner,TRUE,06479 Jason Fords,Apt. 378,New York,10004,30,150
379,1525,04/01/2025 21:45,Margherita,Special Pizza,Large,15,4,Timothy,Skinner,TRUE,06479 Jason Fords,Apt. 378,New York,10004,60,150
380,1525,04/01/2025 21:45,Margherita,Special Pizza,Large,15,4,Timothy,Skinner,TRUE,06479 Jason Fords,Apt. 378,New York,10004,60,150
381,1141,04/01/2025 21:46,Pepperoni,Signature Pizza,Regular,15,1,Thomas,Andrews,TRUE,7847 Mendez Via Suite 144,Suite 189,New York,10005,15,61
382,1141,04/01/2025 21:46,Coca Cola,Beverages,33CL,3,2,Thomas,Andrews,TRUE,7847 Mendez Via Suite 144,Suite 189,New York,10005,6,61
383,1141,04/01/2025 21:46,Chocolate Brownie,Desserts,,5,5,Thomas,Andrews,TRUE,7847 Mendez Via Suite 144,Suite 189,New York,10005,25,61
384,1141,04/01/2025 21:46,Pepperoni,Signature Pizza,Regular,15,1,Thomas,Andrews,TRUE,7847 Mendez Via Suite 144,Suite 189,New York,10005,15,61
385,1790,04/01/2025 22:59,Pepperoni,Signature Pizza,Large,17,5,Sara,Krause,FALSE,197 Brenda Village,Suite 730,Philadelphia,19104,85,115
386,1790,04/01/2025 22:59,Garlic Bread,Sides,,6,5,Sara,Krause,FALSE,197 Brenda Village,Suite 730,Philadelphia,19104,30,115
387,1742,04/01/2025 23:17,Margherita,Special Pizza,Large,15,1,Shelley,Cain,TRUE,69153 Amanda Bypass Suite 380,Apt. 403,Philadelphia,19104,15,78
388,1742,04/01/2025 23:17,Chocolate Brownie,Desserts,,5,3,Shelley,Cain,TRUE,69153 Amanda Bypass Suite 380,Apt. 403,Philadelphia,19104,15,78
389,1742,04/01/2025 23:17,Margherita,Special Pizza,Regular,13,3,Shelley,Cain,TRUE,69153 Amanda Bypass Suite 380,Apt. 403,Philadelphia,19104,39,78
390,1742,04/01/2025 23:17,Coca Cola,Beverages,33CL,3,3,Shelley,Cain,TRUE,69153 Amanda Bypass Suite 380,Apt. 403,Philadelphia,19104,9,78
391,1529,04/01/2025 23:19,Chocolate Brownie,Desserts,,5,4,Kim,Farrell,TRUE,912 Johnston Valley Apt. 081,Apt. 932,New York,10003,20,20
392,1311,04/01/2025 23:53,Pepperoni,Signature Pizza,Large,17,5,Deborah,Berry,FALSE,130 Dennis Junction Apt. 083,Suite 210,New York,10002,85,174
393,1311,04/01/2025 23:53,Garlic Bread,Sides,,6,4,Deborah,Berry,FALSE,130 Dennis Junction Apt. 083,Suite 210,New York,10002,24,174
394,1311,04/01/2025 23:53,Coca Cola,Beverages,33CL,3,3,Deborah,Berry,FALSE,130 Dennis Junction Apt. 083,Suite 210,New York,10002,9,174
395,1311,04/01/2025 23:53,Margherita,Special Pizza,Regular,13,2,Deborah,Berry,FALSE,130 Dennis Junction Apt. 083,Suite 210,New York,10002,26,174
396,1311,04/01/2025 23:53,Margherita,Special Pizza,Large,15,2,Deborah,Berry,FALSE,130 Dennis Junction Apt. 083,Suite 210,New York,10002,30,174
397,1612,05/01/2025 02:30,Chocolate Brownie,Desserts,,5,2,John,Gates,TRUE,281 Michael Dale Apt. 242,Apt. 910,Philadelphia,19103,10,172
398,1612,05/01/2025 02:30,Garlic Bread,Sides,,6,5,John,Gates,TRUE,281 Michael Dale Apt. 242,Apt. 910,Philadelphia,19103,30,172
399,1612,05/01/2025 02:30,Chocolate Brownie,Desserts,,5,4,John,Gates,TRUE,281 Michael Dale Apt. 242,Apt. 910,Philadelphia,19103,20,172
400,1612,05/01/2025 02:30,Pepperoni,Signature Pizza,Regular,15,4,John,Gates,TRUE,281 Michael Dale Apt. 242,Apt. 910,Philadelphia,19103,60,172
401,1612,05/01/2025 02:30,Margherita,Special Pizza,Regular,13,4,John,Gates,TRUE,281 Michael Dale Apt. 242,Apt. 910,Philadelphia,19103,52,172
402,1696,05/01/2025 02:47,Margherita,Special Pizza,Large,15,1,Tammy,Underwood,FALSE,764 James Trail Apt. 597,Apt. 450,Philadelphia,19115,15,142
403,1696,05/01/2025 02:47,Margherita,Special Pizza,Regular,13,2,Tammy,Underwood,FALSE,764 James Trail Apt. 597,Apt. 450,Philadelphia,19115,26,142
404,1696,05/01/2025 02:47,Margherita,Special Pizza,Regular,13,5,Tammy,Underwood,FALSE,764 James Trail Apt. 597,Apt. 450,Philadelphia,19115,65,142
405,1696,05/01/2025 02:47,Garlic Bread,Sides,,6,4,Tammy,Underwood,FALSE,764 James Trail Apt. 597,Apt. 450,Philadelphia,19115,24,142
406,1696,05/01/2025 02:47,Coca Cola,Beverages,33CL,3,4,Tammy,Underwood,FALSE,764 James Trail Apt. 597,Apt. 450,Philadelphia,19115,12,142
407,1791,05/01/2025 03:49,Pepperoni,Signature Pizza,Large,17,5,Robert,Gibson,FALSE,16817 Huang Mission,Suite 172,New York,10005,85,121
408,1791,05/01/2025 03:49,Coca Cola,Beverages,1.5L,6,1,Robert,Gibson,FALSE,16817 Huang Mission,Suite 172,New York,10005,6,121
409,1791,05/01/2025 03:49,Pepperoni,Signature Pizza,Regular,15,2,Robert,Gibson,FALSE,16817 Huang Mission,Suite 172,New York,10005,30,121
410,1607,05/01/2025 04:03,Garlic Bread,Sides,,6,2,Heather,Torres,TRUE,25487 Fleming Street,Suite 515,New York,10005,12,129
411,1607,05/01/2025 04:03,Margherita,Special Pizza,Regular,13,4,Heather,Torres,TRUE,25487 Fleming Street,Suite 515,New York,10005,52,129
412,1607,05/01/2025 04:03,Margherita,Special Pizza,Regular,13,2,Heather,Torres,TRUE,25487 Fleming Street,Suite 515,New York,10005,26,129
413,1607,05/01/2025 04:03,Pepperoni,Signature Pizza,Regular,15,1,Heather,Torres,TRUE,25487 Fleming Street,Suite 515,New York,10005,15,129
414,1607,05/01/2025 04:03,Garlic Bread,Sides,,6,4,Heather,Torres,TRUE,25487 Fleming Street,Suite 515,New York,10005,24,129
415,1399,05/01/2025 04:37,Garlic Bread,Sides,,6,5,Paul,Matthews,FALSE,460 George Gateway Apt. 033,Apt. 878,New York,10001,30,75
416,1399,05/01/2025 04:37,Chocolate Brownie,Desserts,,5,5,Paul,Matthews,FALSE,460 George Gateway Apt. 033,Apt. 878,New York,10001,25,75
417,1399,05/01/2025 04:37,Chocolate Brownie,Desserts,,5,4,Paul,Matthews,FALSE,460 George Gateway Apt. 033,Apt. 878,New York,10001,20,75
418,1196,05/01/2025 04:45,Margherita,Special Pizza,Large,15,1,Amanda,Snyder,FALSE,6488 Michael Hollow Apt. 611,Apt. 650,Philadelphia,19103,15,91
419,1196,05/01/2025 04:45,Pepperoni,Signature Pizza,Large,17,2,Amanda,Snyder,FALSE,6488 Michael Hollow Apt. 611,Apt. 650,Philadelphia,19103,34,91
420,1196,05/01/2025 04:45,Garlic Bread,Sides,,6,2,Amanda,Snyder,FALSE,6488 Michael Hollow Apt. 611,Apt. 650,Philadelphia,19103,12,91
421,1196,05/01/2025 04:45,Pepperoni,Signature Pizza,Regular,15,2,Amanda,Snyder,FALSE,6488 Michael Hollow Apt. 611,Apt. 650,Philadelphia,19103,30,91
422,1929,05/01/2025 05:31,Margherita,Special Pizza,Large,15,4,Michael,Austin,TRUE,294 Melissa Common Suite 869,Suite 267,New York,10001,60,185
423,1929,05/01/2025 05:31,Chocolate Brownie,Desserts,,5,4,Michael,Austin,TRUE,294 Melissa Common Suite 869,Suite 267,New York,10001,20,185
424,1929,05/01/2025 05:31,Chocolate Brownie,Desserts,,5,4,Michael,Austin,TRUE,294 Melissa Common Suite 869,Suite 267,New York,10001,20,185
425,1929,05/01/2025 05:31,Pepperoni,Signature Pizza,Large,17,5,Michael,Austin,TRUE,294 Melissa Common Suite 869,Suite 267,New York,10001,85,185
426,1335,05/01/2025 05:42,Margherita,Special Pizza,Large,15,1,Benjamin,Ray,TRUE,463 Justin Plain,Apt. 664,New York,10001,15,45
427,1335,05/01/2025 05:42,Garlic Bread,Sides,,6,5,Benjamin,Ray,TRUE,463 Justin Plain,Apt. 664,New York,10001,30,45
428,1574,05/01/2025 05:44,Chocolate Brownie,Desserts,,5,3,Juan,Harper,TRUE,4693 Holmes Forges Suite 676,Apt. 621,Philadelphia,19102,15,47
429,1574,05/01/2025 05:44,Margherita,Special Pizza,Regular,13,2,Juan,Harper,TRUE,4693 Holmes Forges Suite 676,Apt. 621,Philadelphia,19102,26,47
430,1574,05/01/2025 05:44,Coca Cola,Beverages,1.5L,6,1,Juan,Harper,TRUE,4693 Holmes Forges Suite 676,Apt. 621,Philadelphia,19102,6,47
431,1763,05/01/2025 06:38,Coca Cola,Beverages,33CL,3,4,Amanda,Brown,TRUE,80481 Rodriguez Mountain Suite 109,Suite 730,New York,10002,12,96
432,1763,05/01/2025 06:38,Pepperoni,Signature Pizza,Regular,15,2,Amanda,Brown,TRUE,80481 Rodriguez Mountain Suite 109,Suite 730,New York,10002,30,96
433,1763,05/01/2025 06:38,Garlic Bread,Sides,,6,3,Amanda,Brown,TRUE,80481 Rodriguez Mountain Suite 109,Suite 730,New York,10002,18,96
434,1763,05/01/2025 06:38,Margherita,Special Pizza,Large,15,2,Amanda,Brown,TRUE,80481 Rodriguez Mountain Suite 109,Suite 730,New York,10002,30,96
435,1763,05/01/2025 06:38,Garlic Bread,Sides,,6,1,Amanda,Brown,TRUE,80481 Rodriguez Mountain Suite 109,Suite 730,New York,10002,6,96
436,1813,05/01/2025 07:50,Chocolate Brownie,Desserts,,5,5,Ashley,Owens,FALSE,56548 Johnson Club Suite 261,Suite 554,New York,10001,25,45
437,1813,05/01/2025 07:50,Chocolate Brownie,Desserts,,5,4,Ashley,Owens,FALSE,56548 Johnson Club Suite 261,Suite 554,New York,10001,20,45
438,1655,05/01/2025 08:36,Margherita,Special Pizza,Regular,13,4,Michael,Cross,TRUE,8967 Lin Tunnel,Suite 290,New York,10004,52,52
439,1278,05/01/2025 08:46,Garlic Bread,Sides,,6,3,Jason,Carr,TRUE,037 Lawson Center Apt. 626,Suite 526,Philadelphia,19107,18,93
440,1278,05/01/2025 08:46,Pepperoni,Signature Pizza,Regular,15,5,Jason,Carr,TRUE,037 Lawson Center Apt. 626,Suite 526,Philadelphia,19107,75,93
441,1849,05/01/2025 09:28,Chocolate Brownie,Desserts,,5,5,Bryan,Larson,TRUE,7945 Robert Rest Suite 992,Suite 412,New York,10003,25,170
442,1849,05/01/2025 09:28,Margherita,Special Pizza,Large,15,5,Bryan,Larson,TRUE,7945 Robert Rest Suite 992,Suite 412,New York,10003,75,170
443,1849,05/01/2025 09:28,Pepperoni,Signature Pizza,Regular,15,4,Bryan,Larson,TRUE,7945 Robert Rest Suite 992,Suite 412,New York,10003,60,170
444,1849,05/01/2025 09:28,Chocolate Brownie,Desserts,,5,2,Bryan,Larson,TRUE,7945 Robert Rest Suite 992,Suite 412,New York,10003,10,170
445,1382,05/01/2025 10:09,Chocolate Brownie,Desserts,,5,3,Brian,Walters,TRUE,4670 Monica Cliffs,Apt. 023,Philadelphia,19111,15,42
446,1382,05/01/2025 10:09,Coca Cola,Beverages,33CL,3,1,Brian,Walters,TRUE,4670 Monica Cliffs,Apt. 023,Philadelphia,19111,3,42
447,1382,05/01/2025 10:09,Garlic Bread,Sides,,6,4,Brian,Walters,TRUE,4670 Monica Cliffs,Apt. 023,Philadelphia,19111,24,42
448,1177,05/01/2025 11:17,Pepperoni,Signature Pizza,Large,17,5,James,Johnson,TRUE,664 Dunn Junctions Suite 630,Suite 850,New York,10003,85,130
449,1177,05/01/2025 11:17,Pepperoni,Signature Pizza,Regular,15,3,James,Johnson,TRUE,664 Dunn Junctions Suite 630,Suite 850,New York,10003,45,130
450,1727,05/01/2025 11:50,Coca Cola,Beverages,33CL,3,4,Billy,Potts,TRUE,56996 Long Extensions Suite 952,Suite 340,New York,10002,12,44
451,1727,05/01/2025 11:50,Garlic Bread,Sides,,6,2,Billy,Potts,TRUE,56996 Long Extensions Suite 952,Suite 340,New York,10002,12,44
452,1727,05/01/2025 11:50,Chocolate Brownie,Desserts,,5,4,Billy,Potts,TRUE,56996 Long Extensions Suite 952,Suite 340,New York,10002,20,44
453,1602,05/01/2025 12:13,Garlic Bread,Sides,,6,5,Cathy,Cantu,TRUE,821 Christopher Ridge,Apt. 665,Philadelphia,19103,30,48
454,1602,05/01/2025 12:13,Garlic Bread,Sides,,6,3,Cathy,Cantu,TRUE,821 Christopher Ridge,Apt. 665,Philadelphia,19103,18,48
455,1919,05/01/2025 12:33,Coca Cola,Beverages,1.5L,6,3,Jack,Stewart,TRUE,8791 Gardner Pike Suite 146,Apt. 599,New York,10001,18,65
456,1919,05/01/2025 12:33,Coca Cola,Beverages,33CL,3,4,Jack,Stewart,TRUE,8791 Gardner Pike Suite 146,Apt. 599,New York,10001,12,65
457,1919,05/01/2025 12:33,Coca Cola,Beverages,33CL,3,2,Jack,Stewart,TRUE,8791 Gardner Pike Suite 146,Apt. 599,New York,10001,6,65
458,1919,05/01/2025 12:33,Coca Cola,Beverages,33CL,3,4,Jack,Stewart,TRUE,8791 Gardner Pike Suite 146,Apt. 599,New York,10001,12,65
459,1919,05/01/2025 12:33,Pepperoni,Signature Pizza,Large,17,1,Jack,Stewart,TRUE,8791 Gardner Pike Suite 146,Apt. 599,New York,10001,17,65
460,1812,05/01/2025 12:36,Pepperoni,Signature Pizza,Regular,15,2,Victoria,Padilla,FALSE,99319 Travis Plain,Suite 068,Philadelphia,19114,30,97
461,1812,05/01/2025 12:36,Pepperoni,Signature Pizza,Large,17,2,Victoria,Padilla,FALSE,99319 Travis Plain,Suite 068,Philadelphia,19114,34,97
462,1812,05/01/2025 12:36,Garlic Bread,Sides,,6,2,Victoria,Padilla,FALSE,99319 Travis Plain,Suite 068,Philadelphia,19114,12,97
463,1812,05/01/2025 12:36,Pepperoni,Signature Pizza,Regular,15,1,Victoria,Padilla,FALSE,99319 Travis Plain,Suite 068,Philadelphia,19114,15,97
464,1812,05/01/2025 12:36,Garlic Bread,Sides,,6,1,Victoria,Padilla,FALSE,99319 Travis Plain,Suite 068,Philadelphia,19114,6,97
465,1881,05/01/2025 14:12,Pepperoni,Signature Pizza,Large,17,5,Misty,Walker,FALSE,484 Kimberly Vista Suite 137,Suite 093,New York,10006,85,135
466,1881,05/01/2025 14:12,Chocolate Brownie,Desserts,,5,1,Misty,Walker,FALSE,484 Kimberly Vista Suite 137,Suite 093,New York,10006,5,135
467,1881,05/01/2025 14:12,Pepperoni,Signature Pizza,Regular,15,3,Misty,Walker,FALSE,484 Kimberly Vista Suite 137,Suite 093,New York,10006,45,135
468,1409,05/01/2025 16:11,Garlic Bread,Sides,,6,2,Anthony,Parker,TRUE,049 Shelly Unions Suite 720,Apt. 915,New York,10006,12,25
469,1409,05/01/2025 16:11,Margherita,Special Pizza,Regular,13,1,Anthony,Parker,TRUE,049 Shelly Unions Suite 720,Apt. 915,New York,10006,13,25
470,1664,05/01/2025 16:28,Pepperoni,Signature Pizza,Regular,15,2,Kristen,Lopez,FALSE,6562 Henry Lights,Suite 606,Philadelphia,19107,30,45
471,1664,05/01/2025 16:28,Pepperoni,Signature Pizza,Regular,15,1,Kristen,Lopez,FALSE,6562 Henry Lights,Suite 606,Philadelphia,19107,15,45
472,1824,05/01/2025 16:33,Coca Cola,Beverages,1.5L,6,3,Steven,Cook,TRUE,693 Paul Drives Apt. 277,Apt. 358,Philadelphia,19102,18,64
473,1824,05/01/2025 16:33,Garlic Bread,Sides,,6,5,Steven,Cook,TRUE,693 Paul Drives Apt. 277,Apt. 358,Philadelphia,19102,30,64
474,1824,05/01/2025 16:33,Chocolate Brownie,Desserts,,5,2,Steven,Cook,TRUE,693 Paul Drives Apt. 277,Apt. 358,Philadelphia,19102,10,64
475,1824,05/01/2025 16:33,Coca Cola,Beverages,1.5L,6,1,Steven,Cook,TRUE,693 Paul Drives Apt. 277,Apt. 358,Philadelphia,19102,6,64
476,1361,05/01/2025 17:49,Pepperoni,Signature Pizza,Regular,15,5,Emily,Chapman,TRUE,601 Nelson Parkways Suite 359,Apt. 984,New York,10007,75,111
477,1361,05/01/2025 17:49,Margherita,Special Pizza,Regular,13,2,Emily,Chapman,TRUE,601 Nelson Parkways Suite 359,Apt. 984,New York,10007,26,111
478,1361,05/01/2025 17:49,Chocolate Brownie,Desserts,,5,2,Emily,Chapman,TRUE,601 Nelson Parkways Suite 359,Apt. 984,New York,10007,10,111
479,1862,05/01/2025 18:44,Pepperoni,Signature Pizza,Regular,15,1,Katherine,Davis,TRUE,441 Debra Knolls Suite 469,Suite 424,Philadelphia,19102,15,15
480,1383,05/01/2025 18:50,Garlic Bread,Sides,,6,4,Richard,Harris,TRUE,6550 Beck Lights,Suite 042,New York,10009,24,24
481,1154,05/01/2025 20:25,Pepperoni,Signature Pizza,Large,17,3,Allen,Cole,TRUE,0491 Andrade Ferry Suite 944,Apt. 274,Philadelphia,19103,51,81
482,1154,05/01/2025 20:25,Margherita,Special Pizza,Large,15,2,Allen,Cole,TRUE,0491 Andrade Ferry Suite 944,Apt. 274,Philadelphia,19103,30,81
483,1752,05/01/2025 20:37,Chocolate Brownie,Desserts,,5,3,Calvin,Morris,TRUE,165 Timothy Spring Apt. 276,Suite 845,Philadelphia,19107,15,31
484,1752,05/01/2025 20:37,Chocolate Brownie,Desserts,,5,1,Calvin,Morris,TRUE,165 Timothy Spring Apt. 276,Suite 845,Philadelphia,19107,5,31
485,1752,05/01/2025 20:37,Chocolate Brownie,Desserts,,5,1,Calvin,Morris,TRUE,165 Timothy Spring Apt. 276,Suite 845,Philadelphia,19107,5,31
486,1752,05/01/2025 20:37,Garlic Bread,Sides,,6,1,Calvin,Morris,TRUE,165 Timothy Spring Apt. 276,Suite 845,Philadelphia,19107,6,31
487,1160,05/01/2025 20:49,Pepperoni,Signature Pizza,Large,17,2,Michael,Stone,TRUE,895 Randall Mountains Suite 918,Suite 346,Philadelphia,19103,34,79
488,1160,05/01/2025 20:49,Garlic Bread,Sides,,6,5,Michael,Stone,TRUE,895 Randall Mountains Suite 918,Suite 346,Philadelphia,19103,30,79
489,1160,05/01/2025 20:49,Chocolate Brownie,Desserts,,5,3,Michael,Stone,TRUE,895 Randall Mountains Suite 918,Suite 346,Philadelphia,19103,15,79
490,1595,05/01/2025 21:10,Garlic Bread,Sides,,6,5,Michael,Brown,TRUE,199 Anthony Summit,Suite 766,New York,10006,30,47
491,1595,05/01/2025 21:10,Pepperoni,Signature Pizza,Large,17,1,Michael,Brown,TRUE,199 Anthony Summit,Suite 766,New York,10006,17,47
492,1930,05/01/2025 21:28,Margherita,Special Pizza,Large,15,2,Justin,Richardson,FALSE,4185 Charles Port Suite 726,Apt. 220,Philadelphia,19115,30,30
493,1993,05/01/2025 21:29,Garlic Bread,Sides,,6,3,Katrina,Marshall,FALSE,3879 Roberts Junction Apt. 829,Suite 270,New York,10001,18,18
494,1267,05/01/2025 22:00,Chocolate Brownie,Desserts,,5,3,Molly,Mccarthy,TRUE,0829 Luke Oval Apt. 308,Suite 116,New York,10003,15,120
495,1267,05/01/2025 22:00,Garlic Bread,Sides,,6,1,Molly,Mccarthy,TRUE,0829 Luke Oval Apt. 308,Suite 116,New York,10003,6,120
496,1267,05/01/2025 22:00,Margherita,Special Pizza,Large,15,3,Molly,Mccarthy,TRUE,0829 Luke Oval Apt. 308,Suite 116,New York,10003,45,120
497,1267,05/01/2025 22:00,Coca Cola,Beverages,33CL,3,3,Molly,Mccarthy,TRUE,0829 Luke Oval Apt. 308,Suite 116,New York,10003,9,120
498,1267,05/01/2025 22:00,Margherita,Special Pizza,Large,15,3,Molly,Mccarthy,TRUE,0829 Luke Oval Apt. 308,Suite 116,New York,10003,45,120
499,1933,06/01/2025 01:31,Margherita,Special Pizza,Regular,13,5,Sydney,Newman,FALSE,249 Shea Walk,Apt. 455,New York,10004,65,138
500,1933,06/01/2025 01:31,Garlic Bread,Sides,,6,3,Sydney,Newman,FALSE,249 Shea Walk,Apt. 455,New York,10004,18,138
501,1933,06/01/2025 01:31,Margherita,Special Pizza,Large,15,3,Sydney,Newman,FALSE,249 Shea Walk,Apt. 455,New York,10004,45,138
502,1933,06/01/2025 01:31,Chocolate Brownie,Desserts,,5,2,Sydney,Newman,FALSE,249 Shea Walk,Apt. 455,New York,10004,10,138
503,1092,06/01/2025 01:54,Coca Cola,Beverages,1.5L,6,4,Ashley,Kirk,TRUE,4062 Gibbs Island Apt. 137,Apt. 461,Philadelphia,19106,24,52
504,1092,06/01/2025 01:54,Chocolate Brownie,Desserts,,5,2,Ashley,Kirk,TRUE,4062 Gibbs Island Apt. 137,Apt. 461,Philadelphia,19106,10,52
505,1092,06/01/2025 01:54,Coca Cola,Beverages,1.5L,6,1,Ashley,Kirk,TRUE,4062 Gibbs Island Apt. 137,Apt. 461,Philadelphia,19106,6,52
506,1092,06/01/2025 01:54,Coca Cola,Beverages,1.5L,6,2,Ashley,Kirk,TRUE,4062 Gibbs Island Apt. 137,Apt. 461,Philadelphia,19106,12,52
507,1339,06/01/2025 02:35,Chocolate Brownie,Desserts,,5,1,Shannon,Walls,FALSE,0395 Smith Views Suite 717,Apt. 114,New York,10007,5,54
508,1339,06/01/2025 02:35,Margherita,Special Pizza,Regular,13,3,Shannon,Walls,FALSE,0395 Smith Views Suite 717,Apt. 114,New York,10007,39,54
509,1339,06/01/2025 02:35,Chocolate Brownie,Desserts,,5,2,Shannon,Walls,FALSE,0395 Smith Views Suite 717,Apt. 114,New York,10007,10,54
510,1227,06/01/2025 04:18,Margherita,Special Pizza,Regular,13,4,Tammy,Turner,FALSE,77414 Stafford Branch Apt. 804,Suite 639,New York,10007,52,235
511,1227,06/01/2025 04:18,Coca Cola,Beverages,1.5L,6,2,Tammy,Turner,FALSE,77414 Stafford Branch Apt. 804,Suite 639,New York,10007,12,235
512,1227,06/01/2025 04:18,Margherita,Special Pizza,Large,15,3,Tammy,Turner,FALSE,77414 Stafford Branch Apt. 804,Suite 639,New York,10007,45,235
513,1227,06/01/2025 04:18,Pepperoni,Signature Pizza,Regular,15,5,Tammy,Turner,FALSE,77414 Stafford Branch Apt. 804,Suite 639,New York,10007,75,235
514,1227,06/01/2025 04:18,Pepperoni,Signature Pizza,Large,17,3,Tammy,Turner,FALSE,77414 Stafford Branch Apt. 804,Suite 639,New York,10007,51,235
